Species	Virus_name_abbreviation
Mayaro virus	MAYV
Middelburg virus	MIDV
Middelburg virus	MIDV
Mosso das Pedras virus	MDPV; VEEV-IF
Mucambo virus	MUCV; VEEV-IIIA
Ndumu virus	NDUV
Onyong-nyong virus	ONNV
Onyong-nyong virus	ONNV
Onyong-nyong virus	ONNV; IGORV
Pixuna virus	PIXV; VEEV-IV
Rio Negro virus	RNV; VEEV-VI
Ross River virus	RRV
Ross River virus	RRV
Salmon pancreas disease virus	SPDV; SDV
Semliki Forest virus	SFV
Semliki Forest virus	SFV
Sindbis virus	SINV
Sindbis virus	SINV; OCKV
Sindbis virus	SINV; BABV
Sindbis virus	SINV
Sindbis virus	SINV
Southern elephant seal virus	SESV
Tonate virus	TONV; VEEV-IIIB
Trocara virus	TROV
Trocara virus	TROV
Una virus	UNAV
Una virus	UNAV
Venezuelan equine encephalitis virus	VEEV; VEEV-IAB
Venezuelan equine encephalitis virus	VEEV; VEEV-IC
Venezuelan equine encephalitis virus	VEEV; VEEV-ID
Venezuelan equine encephalitis virus	VEEV; VEEV-IE
Venezuelan equine encephalitis virus	VEEV; VEEV-IIIC
Western equine encephalitis virus	WEEV; WEEV-SA
Western equine encephalitis virus	WEEV; WEEV-NA
Whataroa virus	WHATV
Carrot mottle mimic virus	CMoMV
Carrot mottle virus	CMoV
Ethiopian tobacco bushy top virus	ETBTV
Groundnut rosette virus	GRV
Lettuce speckles mottle virus	LSMV
Opium poppy mosaic virus	OPMV
Pea enation mosaic virus 2	PEMV2
Tobacco bushy top virus	TBTV
Tobacco mottle virus	TMoV
Angelonia flower break virus	AFBV
Calibrachoa mottle virus	CbMV
Carnation mottle virus	CarMV
Honeysuckle ringspot virus	HoRSV
Nootka lupine vein clearing virus	NLVCV
Pelargonium flower break virus	PFBV
Saguaro cactus virus	SgCV
Olive latent virus 1	OLV1
Olive mild mosaic virus	OMMV
Potato necrosis virus	PoNV
Tobacco necrosis virus A	TNVA
Cucumber leaf spot virus	CLSV
Johnsongrass chlorotic stripe mosaic virus	JCSMV
Maize white line mosaic virus	MWLMV
Pothos latent virus	PoLV
Yam spherical virus	YSV
Cardamine chlorotic fleck virus	CCFV
Hibiscus chlorotic ringspot virus	HCRSV
Japanese iris necrotic ring virus	JINRV
Turnip crinkle virus	TCV
Beet black scorch virus	BBSV
Leek white stripe virus	LWSV
Tobacco necrosis virus D	TNVD
Galinsoga mosaic virus	GaMV
Cowpea mottle virus	CPMV
Melon necrotic spot virus	MNSV
Pea stem necrosis virus	PSNV
Soybean yellow mottle mosaic virus	SYMMV
Furcraea necrotic streak virus	FNSV
Maize chlorotic mottle virus	MCMV
Cocksfoot mild mosaic virus	CMMV
Panicum mosaic virus	PMV
Thin paspalum asymptomatic virus	TPAV
Clematis chlorotic mottle virus	ClCMV
Elderberry latent virus	ELV
Pelargonium chlorotic ring pattern virus	PCRPV
Pelargonium line pattern virus	PLPV
Pelargonium ringspot virus	PelRSV
Rosa rugosa leaf distortion virus	RrLDV
Artichoke mottled crinkle virus	AMCV
Carnation Italian ringspot virus	CIRV
Cucumber Bulgarian latent virus	CBLV-Bulgaria
Cucumber necrosis virus	CNV
Cymbidium ringspot virus	CyRV
Eggplant mottled crinkle virus	EMCV
Eggplant mottled crinkle virus	PLV
Eggplant mottled crinkle virus	LNV
Eggplant mottled crinkle virus	LNV
Grapevine Algerian latent virus	GALV
Havel River virus	HRV
Lato River virus	LRV
Limonium flower distortion virus	LFDV
Moroccan pepper virus	MPV
Moroccan pepper virus	LNSV
Neckar River virus	NRV
Pelargonium leaf curl virus	PLCV
Pelargonium necrotic spot virus	PNSV
Petunia asteroid mosaic virus	PAMV
Sitke waterborne virus	SWBV
Tomato bushy stunt virus	TBSV
Maize necrotic streak virus	MNeSV
Ahlum waterborne virus	AWBV
Bean mild mosaic virus	BMMV
Chenopodium necrosis virus	ChNV
Cucumber soil-borne virus	CSBV
Trailing lespedeza virus 1	TLV1
Weddel waterborne virus	WWBV
Carnation ringspot virus	CRSV
Red clover necrotic mosaic virus	RCNMV
Sweet clover necrotic mosaic virus	SCNMV
Oat chlorotic stunt virus	OCSV
Giardia lamblia virus	GLV
Leishmania RNA virus 1	LRV1
Leishmania RNA virus 2	LRV2
Saccharomyces cerevisiae virus L-A	ScVLA
Saccharomyces cerevisiae virus LBCLa	ScVLBC
Scheffersomyces segobiensis virus L	SsV1
Tuber aestivum virus 1	TaV1
Ustilago maydis virus H1	UmVH1
Xanthophyllomyces dendrorhous virus L1A	XdVL1A
Xanthophyllomyces dendrorhous virus L1B	XdVL1B
Trichomonas vaginalis virus 1	TVV1
Trichomonas vaginalis virus 2	TVV2
Trichomonas vaginalis virus 3	TVV3
Trichomonas vaginalis virus 4	TVV4
Aspergillus foetidus slow virus 1	AfSV1
Beauveria bassiana victorivirus 1	BbV1
Chalara elegans RNA Virus 1	CeRV1
Coniothyrium minitans RNA virus	CmRV
Epichloe festucae virus 1	EfV
Gremmeniella abietina RNA virus L1	GaRVL1
Helicobasidium mompa totivirus 1-17	HmTV
Helminthosporium victoriae virus 190S	HvV190S
Magnaporthe oryzae virus 1	MoV1
Magnaporthe oryzae virus 2	MoV2
Rosellinia necatrix victorivirus 1	RnV1
Sphaeropsis sapinea RNA virus 1	SsRV1
Sphaeropsis sapinea RNA virus 2	SsRV2
Tolypocladium cylindrosporum virus 1	TcV1
Chinese wheat mosaic virus	CWMV
Japanese soil-borne wheat mosaic virus	JSBWMV
Japanese soil-borne wheat mosaic virus	FBMV
Oat golden stripe virus	OGSV
Soil-borne cereal mosaic virus	SBCMV
Soil-borne wheat mosaic virus	SBWMV
Sorghum chlorotic spot virus	SrCSV
Drakaea virus A	DrVA
Gentian ovary ringspot virus	GORV
Anthoxanthum latent blanching virus	ALBV
Barley stripe mosaic virus	BSMV
Lychnis ringspot virus	LRSV
Poa semilatent virus	PSLV
Indian peanut clump virus	IPCV
Peanut clump virus	PCV
Beet soil-borne virus	BSBV
Beet virus Q	BVQ
Broad bean necrosis virus	BBNV
Colombian potato soil-borne virus	CPSBV
Potato mop-top virus	PMTV
Bell pepper mottle virus	BPMV
Brugmansia mild mottle virus	BrMMV
Cactus mild mottle virus	CMMoV
Clitoria yellow mottle virus	CliYMV
Cucumber fruit mottle mosaic virus	CFMMV
Cucumber green mottle mosaic virus	CGMMV
Cucumber mottle virus	CMoV
Frangipani mosaic virus	FrMV
Hibiscus latent Fort Pierce virus	HLFPV
Hibiscus latent Singapore virus	HLSV
Kyuri green mottle mosaic virus	KGMMV
Maracuja mosaic virus	MarMV
Obuda pepper virus	ObPV
Odontoglossum ringspot virus	ORSV
Opuntia chlorotic ringspot virus	SOV
Paprika mild mottle virus	PaMMV
Passion fruit mosaic virus	PFMV
Pepper mild mottle virus	PMMoV
Plumeria mosaic virus	PluMV
Rattail cactus necrosis-associated virus	RCNaV
Rehmannia mosaic virus	RheMV
Ribgrass mosaic virus	RMV
Streptocarpus flower break virus	SFBV
Sunn-hemp mosaic virus	SHMV
Tobacco latent virus	TLV1
Tobacco mild green mosaic virus	TMGMV
Tobacco mosaic virus	TMV
Tomato brown rugose fruit virus	TBRFV
Tomato mosaic virus	ToMV
Tomato mottle mosaic virus	ToMMV
Tropical soda apple mosaic virus	TSAMV
Turnip vein-clearing virus	TVCV
Ullucus mild mottle virus	UMMV
Wasabi mottle virus	WMoV
Yellow tailflower mild mottle virus	YTMMV
Youcai mosaic virus	YoMV
Zucchini green mottle mosaic virus	ZGMMV
Pea early-browning virus	PEBV
Pepper ringspot virus	PepRSV
Tobacco rattle virus	TRV
Tobacco albetovirus 1	STNV1
Tobacco albetovirus 2	STNV2
Tobacco albetovirus 3	STNVC
Maize aumaivirus 1	SMWLMV
Botrytis porri botybirnavirus 1	BPBBV1
Hepatitis delta virus	HDV1
Hepatitis delta virus	HDV2
Hepatitis delta virus	HDV3
Hepatitis delta virus	HDV4
Hepatitis delta virus	HDV5
Hepatitis delta virus	HDV6
Hepatitis delta virus	HDV7
Hepatitis delta virus	HDV8
Privet idaeovirus	PrLBaV
Raspberry bushy dwarf virus	RBDV
Panicum papanivirus 1	SPMV
Lake Sinai virus 1	LSV1
Lake Sinai virus 2	LSV2
Tobacco virtovirus 1	STMV
Salmonella virus SKML39	
Shigella virus AG3	
Dickeya virus Limestone	
Dickeya virus RC2014	
Escherichia virus CBA120	
Escherichia virus PhaxI	
Salmonella virus 38	
Salmonella virus Det7	
Salmonella virus GG32	
Salmonella virus PM10	
Salmonella virus SFP10	
Salmonella virus SH19	
Salmonella virus SJ3	
Erwinia virus Ea2809	
Klebsiella virus 0507KN21	
Serratia virus IME250	
Serratia virus MAM1	
Bacillus virus Agate	
Bacillus virus Bobb	
Bacillus virus Bp8pC	
Bacillus virus Bastille	
Bacillus virus CAM003	
Bacillus virus Evoli	
Bacillus virus HoodyT	
Bacillus virus AvesoBmore	
Bacillus virus B4	
Bacillus virus Bigbertha	
Bacillus virus Riley	
Bacillus virus Spock	
Bacillus virus Troll	
Bacillus virus Bc431	
Bacillus virus Bcp1	
Bacillus virus BCP82	
Bacillus virus BM15	
Bacillus virus Deepblue	
Bacillus virus JBP901	
Bacillus virus Grass	
Bacillus virus NIT1	
Bacillus virus SPG24	
Bacillus virus BCP78	
Bacillus virus TsarBomba	
Bacillus virus BPS13	
Bacillus virus BPS10C	
Bacillus virus Hakuna	
Bacillus virus Megatron	
Bacillus virus WPh	
Bacillus virus Mater	
Bacillus virus Moonbeam	
Bacillus virus SIOphi	
Enterococcus virus ECP3	
Enterococcus virus EF24C	
Enterococcus virus EFLK1	
Enterococcus virus EFDG1	
Listeria virus A511	
Listeria virus AG20	
Listeria virus List36	
Listeria virus LMSP25	
Listeria virus LMTA34	
Listeria virus LMTA148	
Listeria virus LP048	
Listeria virus LP064	
Listeria virus LP083-2	
Listeria virus P100	
Listeria virus WIL1	
Bacillus virus Camphawk	
Bacillus virus SPO1	
Bacillus virus CP51	
Bacillus virus JL	
Bacillus virus Shanette	
Staphylococcus virus G1	
Staphylococcus virus G15	
Staphylococcus virus JD7	
Staphylococcus virus K	
Staphylococcus virus MCE2014	
Staphylococcus virus P108	
Staphylococcus virus Rodi	
Staphylococcus virus S253	
Staphylococcus virus S25-4	
Staphylococcus virus SA12	
Staphylococcus virus Sb1	
Staphylococcus virus IPLAC1C	
Staphylococcus virus SEP1	
Staphylococcus virus Remus	
Staphylococcus virus SA11	
Staphylococcus virus Stau2	
Staphylococcus virus Twort	
Brochothrix virus A9	
Lactobacillus virus Lb338-1	
Lactobacillus virus LP65	
Campylobacter virus CP21	
Campylobacter virus CP220	
Campylobacter virus CPt10	
Campylobacter virus IBB35	
Campylobacter virus CP81	
Campylobacter virus CP30A	
Campylobacter virus CPX	
Campylobacter virus Los1	
Campylobacter virus NCTC12673	
Escherichia virus Alf5	
Escherichia virus AYO145A	
Escherichia virus EC6	
Escherichia virus HY02	
Escherichia virus JH2	
Escherichia virus TP1	
Escherichia virus VpaE1	
Escherichia virus wV8	
Salmonella virus BPS15Q2	
Salmonella virus BPS17L1	
Salmonella virus BPS17W1	
Salmonella virus FelixO1	
Salmonella virus HB2014	
Salmonella virus Mushroom	
Salmonella virus Si3	
Salmonella virus SP116	
Salmonella virus UAB87	
Erwinia virus Ea214	
Erwinia virus M7	
Citrobacter virus Moogle	
Citrobacter virus Mordin	
Shigella virus Sf13	
Shigella virus Sf14	
Shigella virus Sf17	
Escherichia virus SUSP1	
Escherichia virus SUSP2	
Aeromonas virus phiO18P	
Haemophilus virus HP1	
Haemophilus virus HP2	
Pasteurella virus F108	
Vibrio virus K139	
Vibrio virus Kappa	
Burkholderia virus phi52237	
Burkholderia virus phiE122	
Burkholderia virus phiE202	
Escherichia virus 186	
Escherichia virus fiAA91ss	
Escherichia virus P2	
Escherichia virus pro147	
Escherichia virus pro483	
Escherichia virus Wphi	
Mannheimia virus PHL101	
Pseudomonas virus phiCTX	
Ralstonia virus RSA1	
Salmonella virus Fels2	
Salmonella virus FSLSP004	
Salmonella virus PsP3	
Salmonella virus SopEphi	
Yersinia virus L413C	
Escherichia virus Bp7	
Escherichia virus IME08	
Escherichia virus JS10	
Escherichia virus JS98	
Escherichia virus MX01	
Escherichia virus QL01	
Escherichia virus VR5	
Escherichia virus WG01	
Escherichia virus VR7	
Escherichia virus VR20	
Escherichia virus VR25	
Escherichia virus VR26	
Shigella virus SP18	
Salmonella virus Melville	
Salmonella virus S16	
Salmonella virus STML198	
Salmonella virus STP4a	
Klebsiella virus JD18	
Klebsiella virus PKO111	
Enterobacter virus PG7	
Escherichia virus CC31	
Escherichia virus ECD7	
Escherichia virus GEC3S	
Escherichia virus JSE	
Escherichia virus phi1	
Escherichia virus RB49	
Citrobacter virus CF1	
Citrobacter virus Merlin	
Citrobacter virus Moon	
Escherichia virus APCEc01	
Escherichia virus HP3	
Escherichia virus HX01	
Escherichia virus JS09	
Escherichia virus O157tp3	
Escherichia virus O157tp6	
Escherichia virus PhAPEC2	
Escherichia virus RB69	
Escherichia virus ST0	
Shigella virus SHSML521	
Shigella virus UTAM	
Vibrio virus KVP40	
Vibrio virus nt1	
Vibrio virus ValKK3	
Enterobacter virus Eap3	
Klebsiella virus KP15	
Klebsiella virus KP27	
Klebsiella virus Matisse	
Klebsiella virus Miro	
Klebsiella virus PMBT1	
Escherichia virus AR1	
Escherichia virus C40	
Escherichia virus CF2	
Escherichia virus E112	
Escherichia virus ECML134	
Escherichia virus HY01	
Escherichia virus HY03	
Escherichia virus Ime09	
Escherichia virus RB3	
Escherichia virus RB14	
Escherichia virus slur03	
Escherichia virus slur04	
Escherichia virus T4	
Shigella virus Pss1	
Shigella virus Sf21	
Shigella virus Sf22	
Shigella virus Sf24	
Shigella virus SHBML501	
Shigella virus Shfl2	
Yersinia virus D1	
Yersinia virus PST	
Acinetobacter virus 133	
Aeromonas virus 65	
Aeromonas virus Aeh1	
Escherichia virus RB16	
Escherichia virus RB32	
Escherichia virus RB43	
Pseudomonas virus 42	
Escherichia virus Av05	
Cronobacter virus CR3	
Cronobacter virus CR8	
Cronobacter virus CR9	
Cronobacter virus PBES02	
Pectobacterium virus phiTE	
Cronobacter virus GAP31	
Escherichia virus 4MG	
Salmonella virus PVPSE1	
Salmonella virus SSE121	
Escherichia virus APECc02	
Escherichia virus FFH2	
Escherichia virus FV3	
Escherichia virus JES2013	
Escherichia virus Murica	
Escherichia virus slur16	
Escherichia virus V5	
Escherichia virus V18	
Brevibacillus virus Abouo	
Brevibacillus virus Davies	
Erwinia virus Deimos	
Erwinia virus Desertfox	
Erwinia virus Ea35-70	
Erwinia virus RAY	
Erwinia virus Simmy50	
Erwinia virus SpecialG	
Klebsiella virus K64-1	
Klebsiella virus RaK2	
Vibrio virus Aphrodite1	
Escherichia virus 121Q	
Eschierichia virus PBECO4	
Burkholderia virus BcepMu	
Burkholderia virus phiE255	
Aeromonas virus 44RR2	
Mycobacterium virus Alice	
Mycobacterium virus Bxz1	
Mycobacterium virus Dandelion	
Mycobacterium virus HyRo	
Mycobacterium virus I3	
Mycobacterium virus Lukilu	
Mycobacterium virus Nappy	
Mycobacterium virus Sebata	
Salmonella virus SEN34	
Acidovorax virus ACP17	
Pseudomonas virus pf16	
Ralstonia virus RSF1	
Ralstonia virus RSL2	
Pseudomonas virus EL	
Sinorhizobium virus M7	
Sinorhizobium virus M12	
Sinorhizobium virus N3	
Serratia virus BF	
Yersinia virus Yen9-04	
Erwinia virus Asesino	
Erwinia virus EaH2	
Flavobacterium virus FCL2	
Flavobacterium virus FCV1	
Pseudomonas virus KIL2	
Pseudomonas virus KIL4	
Edwardsiella virus GF2	
Halomonas virus HAP1	
Vibrio virus VP882	
Erwinia virus EaH1	
Iodobacter virus PLPE	
Dellftia virus PhiW14	
Klebsiella virus JD001	
Klebsiella virus KpV52	
Klebsiella virus KpV80	
Escherichia virus CVM10	
Escherichia virus ECOO78	
Escherichia virus ep3	
Brevibacillus virus Jimmer	
Brevibacillus virus Osiris	
Rhizobium virus RHEph4	
Clostridium virus phiC2	
Clostridium virus phiCD27	
Clostridium virus phiCD119	
Erwinia virus Machina	
Arthrobacter virus BarretLemon	
Arthrobacter virus Beans	
Arthrobacter virus Brent	
Arthrobacter virus Jawnski	
Arthrobacter virus Martha	
Arthrobacter virus Piccoletto	
Arthrobacter virus Shade	
Arthrobacter virus Sonny	
Acinetobacter virus ME3	
Ralstonia virus RSL1	
Cronobacter virus GAP32	
Pectinobacterium virus CBB	
Escherichia virus Mu	
Shigella virus SfMu	
Halobacterium virus phiH	
Pseudomonas virus Ab03	
Pseudomonas virus G1	
Pseudomonas virus KPP10	
Pseudomonas virus PAKP3	
Pseudomonas virus PS24	
Burkholderia virus BcepNazgul	
Pseudomonas virus Noxifer	
Acinetobacter virus AB1	
Acinetobacter virus AB2	
Acinetobacter virus AbC62	
Acinetobacter virus AbP2	
Acinetobacter virus AP22	
Acinetobacter virus LZ35	
Acinetobacter virus WCHABP1	
Acinetobacter virus WCHABP12	
Pseudomonas virus Psa374	
Pseudomonas virus VCM	
Pseudomonas virus CAb1	
Pseudomonas virus CAb02	
Pseudomonas virus JG004	
Pseudomonas virus MAG1	
Pseudomonas virus PA10	
Pseudomonas virus PAKP1	
Pseudomonas virus PAKP2	
Pseudomonas virus PAKP4	
Pseudomonas virus PaP1	
Pseudomonas virus phiMK	
Pseudomonas virus Zigelbrucke	
Burkholderia virus BcepF1	
Pseudomonas virus 141	
Pseudomonas virus Ab28	
Pseudomonas virus CEBDP1	
Pseudomonas virus DL60	
Pseudomonas virus DL68	
Pseudomonas virus E215	
Pseudomonas virus E217	
Pseudomonas virus F8	
Pseudomonas virus JG024	
Pseudomonas virus KPP12	
Pseudomonas virus KTN6	
Pseudomonas virus LBL3	
Pseudomonas virus LMA2	
Pseudomonas virus NH4	
Pseudomonas virus PA5	
Pseudomonas virus PB1	
Pseudomonas virus PS44	
Pseudomonas virus SN	
Pectinobacterium virus PEAT2	
Pseudomonas virus PA7	
Pseudomonas virus phiKZ	
Pseudomonas virus SL2	
Pseudomonas virus PMW	
Agrobacterium virus Atuph07	
Aeromonas virus 56	
Aeromonas virus 43	
Escherichia virus P1	
Escherichia virus RCS47	
Salmonella virus SJ46	
Arthrobacter virus ArV1	
Arthrobacter virus Colucci	
Arthrobacter virus Trina	
Ralstonia virus RP12	
Erwinia virus Risingsun	
Salmonella virus SPN3US	
Bacillus virus Shbh1	
Bacillus virus 1	
Geobacillus virus GBSV1	
Yersinia virus R1RT	
Yersinia virus TG1	
Bacillus virus SP15	
Vibrio virus pTD1	
Vibrio virus VP4B	
Tetrasphaera virus TJE1	
Aeromonas virus 25	
Aeromonas virus Aes12	
Aeromonas virus Aes508	
Aeromonas virus AS4	
Aeromonas virus Asgz	
Stenotrophomonas virus IME13	
Vibrio virus MAR	
Vibrio virus VHML	
Vibrio virus VP585	
Burkholderia virus Bcep1	
Burkholderia virus Bcep43	
Burkholderia virus Bcep781	
Burkholderia virus BcepNY3	
Xanthomonas virus OP2	
Escherichia virus ECML4	
Salmonella virus Marshall	
Salmonella virus Maynard	
Salmonella virus SJ2	
Salmonella virus STML131	
Salmonella virus ViI	
Serratia virus CHI14	
Edwardsiella virus MSW3	
Edwardsiella virus PEi21	
Bacillus virus G	
Bacillus virus PBS1	
Microcystis virus Ma-LMM01	
Klebsiella virus F19	
Klebsiella virus K244	
Klebsiella virus Kp2	
Klebsiella virus KP34	
Klebsiella virus KpV41	
Klebsiella virus KpV71	
Klebsiella virus KpV475	
Klebsiella virus SU503	
Klebsiella virus SU552A	
Acinetobacter virus AB3	
Acinetobacter virus Abp1	
Acinetobacter virus AS11	
Acinetobacter virus AS12	
Acinetobacter virus Fri1	
Acinetobacter virus IME200	
Acinetobacter virus PD6A3	
Acinetobacter virus PDAB9	
Acinetobacter virus phiAB1	
Acinetobacter virus SH-Ab 15519	
Acinetobacter virus WCHABP5	
Acinetobacter virus B1	
Acinetobacter virus B2	
Acinetobacter virus B5	
Acinetobacter virus D2	
Acinetobacter virus P1	
Acinetobacter virus P2	
Acinetobacter virus phiAB6	
Pseudomonas virus VSW3	
Pantoea virus Limelight	
Pantoea virus Limezero	
Pseudomonas virus LKA1	
Pseudomonas virus phiKMV	
Pectobacterium virus CB5	
Pectobacterium virus fM1	
Pectobacterium virus Peat1	
Pectobacterium virus PP90	
Pseudomonas virus PollyC	
Xanthomonas virus f20	
Xanthomonas virus f30	
Xylella virus Prado	
Escherichia virus K30	
Klebsiella virus K5	
Klebsiella virus K11	
Klebsiella virus Kp1	
Klebsiella virus KP32	
Klebsiella virus KpV289	
Escherichia virus T7	
Kluyvera virus Kvp1	
Pseudomonas virus gh1	
Erwinia virus Era103	
Escherichia virus K5	
Escherichia virus K1-5	
Escherichia virus K1E	
Salmonella virus SP6	
Prochlorococcus virus PSSP7	
Synechococcus virus P60	
Synechococcus virus Syn5	
Streptococcus virus Cp1	
Streptococcus virus Cp7	
Lactococcus virus WP2	
Staphylococcus virus 44AHJD	
Streptococcus virus C1	
Bacillus virus B103	
Bacillus virus GA1	
Bacillus virus phi29	
Kurthia virus 6	
Actinomyces virus Av1	
Mycoplasma virus P1	
Shigella virus 7502Stx	
Shigella virus POCJ13	
Escherichia virus 191	
Escherichia virus PA2	
Escherichia virus TL2011	
Shigella virus VASD	
Escherichia virus 24B	
Escherichia virus 933W	
Escherichia virus Min27	
Escherichia virus PA28	
Escherichia virus Stx2 II	
Aquamicrobium virus P14	
Dinoroseobacter virus DFL12	
Pseudomonas virus Andromeda	
Pseudomonas virus Bf7	
Pseudomonas virus Bjorn	
Pseudomonas virus Ab22	
Pseudomonas virus CHU	
Pseudomonas virus LUZ24	
Pseudomonas virus PAA2	
Pseudomonas virus PaP3	
Pseudomonas virus PaP4	
Pseudomonas virus TL	
Vibrio virus VC8	
Vibrio virus VP2	
Vibrio virus VP5	
Escherichia virus N4	
Flavobacterium virus Fpv1	
Flavobacterium virus Fpv4	
Escherichia virus APEC5	
Escherichia virus APEC7	
Escherichia virus Bp4	
Escherichia virus EC1UPM	
Escherichia virus ECBP1	
Escherichia virus G7C	
Escherichia virus IME11	
Shigella virus Sb1	
Pseudomonas virus F116	
Pseudomonas virus H66	
Escherichia virus Pollock	
Salmonella virus FSL SP-058	
Salmonella virus FSL SP-076	
Arthrobacter virus Adat	
Arthrobacter virus Jasmine	
Erwinia virus Ea9-2	
Erwinia virus Frozen	
Achromobacter virus Axp3	
Achromobacter virus JWAlpha	
Edwardsiella virus KF1	
Pseudomonas virus KPP25	
Pseudomonas virus R18	
Pseudomonas virus tf	
Escherichia virus 172-1	
Escherichia virus ECB2	
Escherichia virus NJ01	
Escherichia virus phiEco32	
Escherichia virus Septima11	
Escherichia virus SU10	
Salmonella virus BTP1	
Salmonella virus HK620	
Salmonella virus P22	
Salmonella virus SE1Spa	
Salmonella virus ST64T	
Shigella virus Sf6	
Burkholderia virus Bcep22	
Burkholderia virus Bcepil02	
Burkholderia virus Bcepmigl	
Burkholderia virus DC1	
Cellulophaga virus Cba41	
Cellulophaga virus Cba172	
Pseudomonas virus Ab09	
Pseudomonas virus LIT1	
Pseudomonas virus PA26	
Pseudomonas virus KPP21	
Pseudomonas virus LUZ7	
Myxococcus virus Mx8	
Bacillus virus Page	
Bacillus virus Palmer	
Bacillus virus Pascal	
Bacillus virus Pony	
Bacillus virus Pookie	
Brucella virus Pr	
Brucella virus Tb	
Bordetella virus BPP1	
Burkholderia virus BcepC6B	
Helicobacter virus 1961P	
Helicobacter virus KHP30	
Helicobacter virus KHP40	
Pseudomonas virus tabernarius	
Escherichia virus phiV10	
Salmonella virus Epsilon15	
Salmonella virus SPN1S	
Pseudomonas virus NV1	
Pseudomonas virus UFVP2	
Hamiltonella virus APSE1	
Lactococcus virus KSY1	
Phormidium virus WMP3	
Phormidium virus WMP4	
Pseudomonas virus 119X	
Roseobacter virus SIO1	
Vibrio virus VpV262	
Streptomyces virus ELB20	
Streptomyces virus R4	
Streptomyces virus Amela	
Streptomyces virus phiCAM	
Streptomyces virus Aaronocolus	
Streptomyces virus Caliburn	
Streptomyces virus Danzina	
Streptomyces virus Hydra	
Streptomyces virus Izzy	
Streptomyces virus Lannister	
Streptomyces virus Lika	
Streptomyces virus Sujidade	
Streptomyces virus Zemlya	
Streptomyces virus phiHau3	
Mycobacterium virus Acadian	
